source,target,boolean_expression,length
3,10,[[-3] + [-10 * 3] + [-2 * -12 * 3 * 10] + [-6 * -12 * 3 * 10 * 2] + [-7 * -12 * 3 * 10 * 2 * 6] + [-9 * -12 * 3 * 10 * 2 * 6 * 7] + [-9 * -16 * 3 * 10 * 2 * 6 * 7 * 12] + [-9 * -16 * 3 * 10 * 2 * 6 * -7 * 12] + [-9 * -16 * 3 * 10 * 2 * -6 * 12] + [-9 * -16 * 3 * 10 * -2 * 12] + [-11 * -16 * 3 * 10 * 2 * 6 * 7 * 9] + [-11 * -16 * 3 * 10 * 2 * 6 * -7 * 12 * 9] + [-11 * -16 * 3 * 10 * 2 * -6 * 12 * 9] + [-11 * -16 * 3 * 10 * -2 * 12 * 9] + [-12 * -15 * 3 * 10 * 2 * 6 * 7 * 9 * 11] + [-12 * -15 * 3 * 10 * 2 * 6 * 7 * 9 * -11 * 16] + [0 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 15] + [0 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * -11 * 16 * 15] + [0 * -14 * -16 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 12] + [0 * -14 * -16 * 3 * 10 * 2 * 6 * -7 * 12 * 9 * 11] + [0 * -14 * -16 * 3 * 10 * 2 * -6 * 12 * 9 * 11] + [0 * -14 * -16 * 3 * 10 * -2 * 12 * 9 * 11] + [-1 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 15 * 0] + [-1 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * -11 * 16 * 15 * 0] + [-1 * -14 * -16 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 12 * 0] + [-1 * -14 * -16 * 3 * 10 * 2 * 6 * -7 * 12 * 9 * 11 * 0] + [-1 * -14 * -16 * 3 * 10 * 2 * -6 * 12 * 9 * 11 * 0] + [-1 * -14 * -16 * 3 * 10 * -2 * 12 * 9 * 11 * 0] + [-2 * -14 * -16 * 3 * 10 * 12 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 15 * 0 * 1] + [-5 * -12 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * -11 * 16 * 15 * 0 * 1] + [-5 * -14 * -16 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 12 * 0 * 1] + [-5 * -14 * -16 * 3 * 10 * 2 * 6 * -7 * 12 * 9 * 11 * 0 * 1] + [-5 * -14 * -16 * 3 * 10 * 2 * -6 * 12 * 9 * 11 * 0 * 1] + [-12 * -13 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 15 * 0 * 1 * 5] + [-12 * -13 * -14 * 3 * 10 * 2 * 6 * 7 * 9 * -11 * 16 * 15 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 10 * 2 * 6 * 7 * 9 * 11 * 12 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 10 * 2 * 6 * -7 * 12 * 9 * 11 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 10 * 2 * -6 * 12 * 9 * 11 * 0 * 1 * 5]],39
3,11,[[-3] + [-11 * 3] + [-2 * -12 * 3 * 11] + [-6 * -12 * 3 * 11 * 2] + [-7 * -12 * 3 * 11 * 2 * 6] + [-9 * -10 * 3 * 11 * 2 * 6 * 7] + [-9 * -10 * 3 * 11 * 2 * 6 * -7 * 12] + [-9 * -10 * 3 * 11 * 2 * -6 * 12] + [-9 * -10 * 3 * 11 * -2 * 12] + [-9 * -12 * 3 * 11 * 2 * 6 * 7 * 10] + [-9 * -16 * 3 * 11 * 2 * 6 * 7 * 10 * 12] + [-9 * -16 * 3 * 11 * 2 * 6 * -7 * 12 * 10] + [-9 * -16 * 3 * 11 * 2 * -6 * 12 * 10] + [-9 * -16 * 3 * 11 * -2 * 12 * 10] + [-12 * -15 * 3 * 11 * 2 * 6 * 7 * 9] + [0 * -12 * -14 * 3 * 11 * 2 * 6 * 7 * 9 * 15] + [0 * -14 * -16 * 3 * 11 * 2 * 6 * 7 * 9 * 12] + [0 * -14 * -16 * 3 * 11 * 2 * 6 * -7 * 12 * 9] + [0 * -14 * -16 * 3 * 11 * 2 * -6 * 12 * 9] + [0 * -14 * -16 * 3 * 11 * -2 * 12 * 9] + [-1 * -12 * -14 * 3 * 11 * 2 * 6 * 7 * 9 * 15 * 0] + [-1 * -14 * -16 * 3 * 11 * 2 * 6 * 7 * 9 * 12 * 0] + [-1 * -14 * -16 * 3 * 11 * 2 * 6 * -7 * 12 * 9 * 0] + [-1 * -14 * -16 * 3 * 11 * 2 * -6 * 12 * 9 * 0] + [-1 * -14 * -16 * 3 * 11 * -2 * 12 * 9 * 0] + [-2 * -14 * -16 * 3 * 11 * 12 * 9 * 0 * 1] + [-5 * -12 * -14 * 3 * 11 * 2 * 6 * 7 * 9 * 15 * 0 * 1] + [-5 * -14 * -16 * 3 * 11 * 2 * 6 * 7 * 9 * 12 * 0 * 1] + [-5 * -14 * -16 * 3 * 11 * 2 * 6 * -7 * 12 * 9 * 0 * 1] + [-5 * -14 * -16 * 3 * 11 * 2 * -6 * 12 * 9 * 0 * 1] + [-12 * -13 * -14 * 3 * 11 * 2 * 6 * 7 * 9 * 15 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 11 * 2 * 6 * 7 * 9 * 12 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 11 * 2 * 6 * -7 * 12 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 3 * 11 * 2 * -6 * 12 * 9 * 0 * 1 * 5]],34
3,12,[[-3] + [-12 * 3]],2
3,13,[[-3] + [-13 * 3] + [-2 * -12 * 3 * 13] + [-6 * -12 * 3 * 13 * 2] + [-7 * -12 * 3 * 13 * 2 * 6] + [-12 * -15 * 3 * 13 * 2 * 6 * 7] + [0 * -1 * -14 * 3 * 13 * 2 * 6 * 7 * 12] + [0 * -1 * -14 * 3 * 13 * 2 * 6 * 7 * -12 * 15] + [0 * -1 * -14 * 3 * 13 * 2 * 6 * -7 * 12] + [0 * -1 * -14 * 3 * 13 * 2 * -6 * 12] + [0 * -1 * -14 * 3 * 13 * -2 * 12] + [0 * -5 * -14 * 3 * 13 * 2 * 6 * 7 * 12 * 1] + [0 * -5 * -14 * 3 * 13 * 2 * 6 * 7 * -12 * 15 * 1] + [0 * -5 * -14 * 3 * 13 * 2 * 6 * -7 * 12 * 1] + [0 * -5 * -14 * 3 * 13 * 2 * -6 * 12 * 1] + [0 * -5 * -14 * 3 * 13 * -2 * 12 * 1] + [0 * -9 * -14 * 3 * 13 * 2 * 6 * 7 * 12 * 1 * 5] + [0 * -9 * -14 * 3 * 13 * 2 * 6 * 7 * -12 * 15 * 1 * 5] + [0 * -9 * -14 * 3 * 13 * 2 * 6 * -7 * 12 * 1 * 5] + [0 * -9 * -14 * 3 * 13 * 2 * -6 * 12 * 1 * 5] + [0 * -9 * -14 * 3 * 13 * -2 * 12 * 1 * 5] + [0 * -12 * -14 * 3 * 13 * 2 * 6 * 7 * 15 * 1 * 5 * 9] + [0 * -14 * -16 * 3 * 13 * 2 * 6 * 7 * 12 * 1 * 5 * 9] + [0 * -14 * -16 * 3 * 13 * 2 * 6 * -7 * 12 * 1 * 5 * 9] + [0 * -14 * -16 * 3 * 13 * 2 * -6 * 12 * 1 * 5 * 9] + [0 * -14 * -16 * 3 * 13 * -2 * 12 * 1 * 5 * 9] + [-1 * -2 * -14 * 3 * 13 * 12 * 0] + [-2 * -5 * -14 * 3 * 13 * 12 * 0 * 1] + [-2 * -9 * -14 * 3 * 13 * 12 * 0 * 1 * 5] + [-2 * -14 * -16 * 3 * 13 * 12 * 0 * 1 * 5 * 9]],30
3,14,[[-3] + [-14 * 3] + [-2 * -12 * 3 * 14] + [-6 * -12 * 3 * 14 * 2] + [-7 * -12 * 3 * 14 * 2 * 6] + [-12 * -15 * 3 * 14 * 2 * 6 * 7]],6
3,15,[[-3] + [-15 * 3]],2
3,16,[[-3] + [-16 * 3] + [-2 * -12 * 3 * 16] + [-6 * -12 * 3 * 16 * 2] + [-7 * -12 * 3 * 16 * 2 * 6] + [-9 * -12 * 3 * 16 * 2 * 6 * 7] + [-12 * -15 * 3 * 16 * 2 * 6 * 7 * 9] + [0 * -12 * -14 * 3 * 16 * 2 * 6 * 7 * 9 * 15] + [-1 * -12 * -14 * 3 * 16 * 2 * 6 * 7 * 9 * 15 * 0] + [-5 * -12 * -14 * 3 * 16 * 2 * 6 * 7 * 9 * 15 * 0 * 1] + [-12 * -13 * -14 * 3 * 16 * 2 * 6 * 7 * 9 * 15 * 0 * 1 * 5]],11
4,5,[[-5] + [-1 * -9 * 5] + [-2 * -12 * 5 * 1] + [-2 * -12 * 5 * -1 * 9] + [-3 * -6 * 5 * 1 * 2] + [-3 * -6 * 5 * 1 * -2 * 12] + [-3 * -6 * 5 * -1 * 9 * 2] + [-3 * -6 * 5 * -1 * 9 * -2 * 12] + [-6 * -7 * 5 * 1 * 2 * 3] + [-6 * -7 * 5 * 1 * -2 * 12 * 3] + [-6 * -7 * 5 * -1 * 9 * 2 * 3] + [-6 * -7 * 5 * -1 * 9 * -2 * 12 * 3] + [-6 * -8 * 5 * 1 * 2 * 3 * 7] + [-6 * -8 * 5 * 1 * -2 * 12 * 3 * 7] + [-6 * -8 * 5 * -1 * 9 * 2 * 3 * 7] + [-6 * -8 * 5 * -1 * 9 * -2 * 12 * 3 * 7] + [-6 * -12 * 5 * 1 * 2 * 3 * 7 * 8] + [-6 * -12 * 5 * -1 * 9 * 2 * 3 * 7 * 8] + [-6 * -15 * 5 * 1 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 5 * 1 * -2 * 12 * 3 * 7 * 8] + [-6 * -15 * 5 * -1 * 9 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 5 * -1 * 9 * -2 * 12 * 3 * 7 * 8] + [0 * -9 * -14 * 5 * 1 * 2 * 3 * 6] + [0 * -9 * -14 * 5 * 1 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [0 * -9 * -14 * 5 * 1 * 2 * -3 * 6] + [0 * -9 * -14 * 5 * 1 * -2 * 12 * 3 * 6] + [0 * -9 * -14 * 5 * 1 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [0 * -9 * -14 * 5 * 1 * -2 * 12 * -3 * 6] + [0 * -12 * -14 * 5 * 1 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 5 * 1 * 2 * -3 * 6 * 9] + [0 * -12 * -14 * 5 * -1 * 9 * 2 * 3 * 6] + [0 * -12 * -14 * 5 * -1 * 9 * 2 * -3 * 6] + [0 * -14 * -16 * 5 * 1 * 2 * 3 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 1 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9] + [0 * -14 * -16 * 5 * 1 * 2 * -3 * 6 * 9 * 12] + [0 * -14 * -16 * 5 * 1 * -2 * 12 * 3 * 6 * 9] + [0 * -14 * -16 * 5 * 1 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9] + [0 * -14 * -16 * 5 * 1 * -2 * 12 * -3 * 6 * 9] + [0 * -14 * -16 * 5 * -1 * 9 * 2 * 3 * 6 * 12] + [0 * -14 * -16 * 5 * -1 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [0 * -14 * -16 * 5 * -1 * 9 * 2 * -3 * 6 * 12] + [0 * -14 * -16 * 5 * -1 * 9 * -2 * 12 * 3 * 6] + [0 * -14 * -16 * 5 * -1 * 9 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [0 * -14 * -16 * 5 * -1 * 9 * -2 * 12 * -3 * 6] + [-1 * -12 * -14 * 5 * 9 * 2 * 3 * 6 * 0] + [-1 * -12 * -14 * 5 * 9 * 2 * -3 * 6 * 0] + [-1 * -14 * -16 * 5 * 9 * 2 * 3 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0] + [-1 * -14 * -16 * 5 * 9 * 2 * -3 * 6 * 0 * 12] + [-1 * -14 * -16 * 5 * 9 * -2 * 12 * 3 * 6 * 0] + [-1 * -14 * -16 * 5 * 9 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 0] + [-1 * -14 * -16 * 5 * 9 * -2 * 12 * -3 * 6 * 0] + [-2 * -9 * -14 * 5 * 1 * 12 * 3 * 6 * 0] + [-2 * -9 * -14 * 5 * 1 * 12 * 3 * -6 * 7 * 8 * 15 * 0] + [-2 * -9 * -14 * 5 * 1 * 12 * -3 * 6 * 0] + [-2 * -14 * -16 * 5 * 1 * 12 * 3 * 6 * 0 * 9] + [-2 * -14 * -16 * 5 * 1 * 12 * 3 * -6 * 7 * 8 * 15 * 0 * 9] + [-2 * -14 * -16 * 5 * 1 * 12 * -3 * 6 * 0 * 9] + [-9 * -13 * -14 * 5 * 1 * 2 * 3 * 6 * 0] + [-9 * -13 * -14 * 5 * 1 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0] + [-9 * -13 * -14 * 5 * 1 * 2 * -3 * 6 * 0] + [-12 * -13 * -14 * 5 * 1 * 2 * 3 * 6 * 0 * 9] + [-12 * -13 * -14 * 5 * 1 * 2 * -3 * 6 * 0 * 9] + [-13 * -14 * -16 * 5 * 1 * 2 * 3 * 6 * 0 * 9 * 12] + [-13 * -14 * -16 * 5 * 1 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0 * 9] + [-13 * -14 * -16 * 5 * 1 * 2 * -3 * 6 * 0 * 9 * 12]],66
4,6,[[-4] + [-6 * 4]],2
4,7,[[-4] + [-7 * 4] + [-6 * -8 * 4 * 7]],3
4,8,[[-4] + [-8 * 4]],2
4,9,[[-4] + [-9 * 4] + [-2 * -12 * 4 * 9] + [-3 * -6 * 4 * 9 * 2] + [-3 * -6 * 4 * 9 * -2 * 12] + [-6 * -7 * 4 * 9 * 2 * 3] + [-6 * -7 * 4 * 9 * -2 * 12 * 3] + [-6 * -8 * 4 * 9 * 2 * 3 * 7] + [-6 * -8 * 4 * 9 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 9 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 9 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 9 * -2 * 12 * 3 * 7 * 8] + [0 * -12 * -14 * 4 * 9 * 2 * 3 * 6] + [0 * -12 * -14 * 4 * 9 * 2 * -3 * 6] + [0 * -14 * -16 * 4 * 9 * 2 * 3 * 6 * 12] + [0 * -14 * -16 * 4 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [0 * -14 * -16 * 4 * 9 * 2 * -3 * 6 * 12] + [0 * -14 * -16 * 4 * 9 * -2 * 12 * 3 * 6] + [0 * -14 * -16 * 4 * 9 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [0 * -14 * -16 * 4 * 9 * -2 * 12 * -3 * 6] + [-1 * -12 * -14 * 4 * 9 * 2 * 3 * 6 * 0] + [-1 * -12 * -14 * 4 * 9 * 2 * -3 * 6 * 0] + [-1 * -14 * -16 * 4 * 9 * 2 * 3 * 6 * 0 * 12] + [-1 * -14 * -16 * 4 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0] + [-1 * -14 * -16 * 4 * 9 * 2 * -3 * 6 * 0 * 12] + [-1 * -14 * -16 * 4 * 9 * -2 * 12 * 3 * 6 * 0] + [-1 * -14 * -16 * 4 * 9 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 0] + [-1 * -14 * -16 * 4 * 9 * -2 * 12 * -3 * 6 * 0] + [-2 * -14 * -16 * 4 * 9 * 12 * 3 * 6 * 0 * 1] + [-2 * -14 * -16 * 4 * 9 * 12 * 3 * -6 * 7 * 8 * 15 * 0 * 1] + [-2 * -14 * -16 * 4 * 9 * 12 * -3 * 6 * 0 * 1] + [-5 * -12 * -14 * 4 * 9 * 2 * 3 * 6 * 0 * 1] + [-5 * -12 * -14 * 4 * 9 * 2 * -3 * 6 * 0 * 1] + [-5 * -14 * -16 * 4 * 9 * 2 * 3 * 6 * 0 * 1 * 12] + [-5 * -14 * -16 * 4 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0 * 1] + [-5 * -14 * -16 * 4 * 9 * 2 * -3 * 6 * 0 * 1 * 12] + [-12 * -13 * -14 * 4 * 9 * 2 * 3 * 6 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 9 * 2 * -3 * 6 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 9 * 2 * 3 * 6 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 4 * 9 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 9 * 2 * -3 * 6 * 0 * 1 * 5 * 12]],41
4,10,[[-4] + [-10 * 4] + [-2 * -12 * 4 * 10] + [-3 * -6 * 4 * 10 * 2] + [-3 * -6 * 4 * 10 * -2 * 12] + [-6 * -7 * 4 * 10 * 2 * 3] + [-6 * -7 * 4 * 10 * -2 * 12 * 3] + [-6 * -8 * 4 * 10 * 2 * 3 * 7] + [-6 * -8 * 4 * 10 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 10 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 10 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 10 * -2 * 12 * 3 * 7 * 8] + [-9 * -12 * 4 * 10 * 2 * 3 * 6] + [-9 * -12 * 4 * 10 * 2 * -3 * 6] + [-9 * -16 * 4 * 10 * 2 * 3 * 6 * 12] + [-9 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [-9 * -16 * 4 * 10 * 2 * -3 * 6 * 12] + [-9 * -16 * 4 * 10 * -2 * 12 * 3 * 6] + [-9 * -16 * 4 * 10 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [-9 * -16 * 4 * 10 * -2 * 12 * -3 * 6] + [-11 * -16 * 4 * 10 * 2 * 3 * 6 * 9] + [-11 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9] + [-11 * -16 * 4 * 10 * 2 * -3 * 6 * 9] + [-11 * -16 * 4 * 10 * -2 * 12 * 3 * 6 * 9] + [-11 * -16 * 4 * 10 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9] + [-11 * -16 * 4 * 10 * -2 * 12 * -3 * 6 * 9] + [0 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * 11] + [0 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * -11 * 16] + [0 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * 11] + [0 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * -11 * 16] + [0 * -14 * -16 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 12] + [0 * -14 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 11] + [0 * -14 * -16 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 12] + [0 * -14 * -16 * 4 * 10 * -2 * 12 * 3 * 6 * 9 * 11] + [0 * -14 * -16 * 4 * 10 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9 * 11] + [0 * -14 * -16 * 4 * 10 * -2 * 12 * -3 * 6 * 9 * 11] + [-1 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0] + [-1 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0] + [-1 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0] + [-1 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0] + [-1 * -14 * -16 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 12] + [-1 * -14 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 11 * 0] + [-1 * -14 * -16 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 12] + [-1 * -14 * -16 * 4 * 10 * -2 * 12 * 3 * 6 * 9 * 11 * 0] + [-1 * -14 * -16 * 4 * 10 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9 * 11 * 0] + [-1 * -14 * -16 * 4 * 10 * -2 * 12 * -3 * 6 * 9 * 11 * 0] + [-2 * -14 * -16 * 4 * 10 * 12 * 3 * 6 * 9 * 11 * 0 * 1] + [-2 * -14 * -16 * 4 * 10 * 12 * 3 * -6 * 7 * 8 * 15 * 9 * 11 * 0 * 1] + [-2 * -14 * -16 * 4 * 10 * 12 * -3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0 * 1] + [-5 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1] + [-5 * -12 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0 * 1] + [-5 * -14 * -16 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 12] + [-5 * -14 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 11 * 0 * 1] + [-5 * -14 * -16 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 12] + [-12 * -13 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 10 * 2 * 3 * 6 * 9 * -11 * 16 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 10 * 2 * -3 * 6 * 9 * -11 * 16 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 10 * 2 * 3 * 6 * 9 * 11 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 4 * 10 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 11 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 10 * 2 * -3 * 6 * 9 * 11 * 0 * 1 * 5 * 12]],63
4,11,[[-4] + [-11 * 4] + [-2 * -12 * 4 * 11] + [-3 * -6 * 4 * 11 * 2] + [-3 * -6 * 4 * 11 * -2 * 12] + [-6 * -7 * 4 * 11 * 2 * 3] + [-6 * -7 * 4 * 11 * -2 * 12 * 3] + [-6 * -8 * 4 * 11 * 2 * 3 * 7] + [-6 * -8 * 4 * 11 * -2 * 12 * 3 * 7] + [-6 * -12 * 4 * 11 * 2 * 3 * 7 * 8] + [-6 * -15 * 4 * 11 * 2 * 3 * 7 * 8 * 12] + [-6 * -15 * 4 * 11 * -2 * 12 * 3 * 7 * 8] + [-9 * -10 * 4 * 11 * 2 * 3 * 6] + [-9 * -10 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15] + [-9 * -10 * 4 * 11 * 2 * -3 * 6] + [-9 * -10 * 4 * 11 * -2 * 12 * 3 * 6] + [-9 * -10 * 4 * 11 * -2 * 12 * 3 * -6 * 7 * 8 * 15] + [-9 * -10 * 4 * 11 * -2 * 12 * -3 * 6] + [-9 * -12 * 4 * 11 * 2 * 3 * 6 * 10] + [-9 * -12 * 4 * 11 * 2 * -3 * 6 * 10] + [-9 * -16 * 4 * 11 * 2 * 3 * 6 * 10 * 12] + [-9 * -16 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 10] + [-9 * -16 * 4 * 11 * 2 * -3 * 6 * 10 * 12] + [-9 * -16 * 4 * 11 * -2 * 12 * 3 * 6 * 10] + [-9 * -16 * 4 * 11 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 10] + [-9 * -16 * 4 * 11 * -2 * 12 * -3 * 6 * 10] + [0 * -12 * -14 * 4 * 11 * 2 * 3 * 6 * 9] + [0 * -12 * -14 * 4 * 11 * 2 * -3 * 6 * 9] + [0 * -14 * -16 * 4 * 11 * 2 * 3 * 6 * 9 * 12] + [0 * -14 * -16 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9] + [0 * -14 * -16 * 4 * 11 * 2 * -3 * 6 * 9 * 12] + [0 * -14 * -16 * 4 * 11 * -2 * 12 * 3 * 6 * 9] + [0 * -14 * -16 * 4 * 11 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9] + [0 * -14 * -16 * 4 * 11 * -2 * 12 * -3 * 6 * 9] + [-1 * -12 * -14 * 4 * 11 * 2 * 3 * 6 * 9 * 0] + [-1 * -12 * -14 * 4 * 11 * 2 * -3 * 6 * 9 * 0] + [-1 * -14 * -16 * 4 * 11 * 2 * 3 * 6 * 9 * 0 * 12] + [-1 * -14 * -16 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 0] + [-1 * -14 * -16 * 4 * 11 * 2 * -3 * 6 * 9 * 0 * 12] + [-1 * -14 * -16 * 4 * 11 * -2 * 12 * 3 * 6 * 9 * 0] + [-1 * -14 * -16 * 4 * 11 * -2 * 12 * 3 * -6 * 7 * 8 * 15 * 9 * 0] + [-1 * -14 * -16 * 4 * 11 * -2 * 12 * -3 * 6 * 9 * 0] + [-2 * -14 * -16 * 4 * 11 * 12 * 3 * 6 * 9 * 0 * 1] + [-2 * -14 * -16 * 4 * 11 * 12 * 3 * -6 * 7 * 8 * 15 * 9 * 0 * 1] + [-2 * -14 * -16 * 4 * 11 * 12 * -3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 4 * 11 * 2 * 3 * 6 * 9 * 0 * 1] + [-5 * -12 * -14 * 4 * 11 * 2 * -3 * 6 * 9 * 0 * 1] + [-5 * -14 * -16 * 4 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 12] + [-5 * -14 * -16 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 0 * 1] + [-5 * -14 * -16 * 4 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 12] + [-12 * -13 * -14 * 4 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 5] + [-12 * -13 * -14 * 4 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 11 * 2 * 3 * 6 * 9 * 0 * 1 * 5 * 12] + [-13 * -14 * -16 * 4 * 11 * 2 * 3 * -6 * 7 * 8 * 12 * 15 * 9 * 0 * 1 * 5] + [-13 * -14 * -16 * 4 * 11 * 2 * -3 * 6 * 9 * 0 * 1 * 5 * 12]],55
4,12,[[-4] + [-12 * 4] + [-3 * -6 * 4 * 12] + [-6 * -7 * 4 * 12 * 3] + [-6 * -8 * 4 * 12 * 3 * 7] + [-6 * -15 * 4 * 12 * 3 * 7 * 8]],6
