source,target,pathsets,length
15,23,"[[15, 2, 14, 19, 23], [15, 2, 14, 27, 23], [15, 5, 19, 23]]",3
15,24,"[[15, 2, 14, 19, 6, 0, 12, 4, 17, 24], [15, 2, 14, 19, 6, 0, 12, 4, 20, 24], [15, 2, 14, 19, 6, 0, 12, 4, 25, 7, 3, 26, 24], [15, 2, 14, 19, 6, 10, 12, 4, 20, 24], [15, 2, 14, 19, 6, 10, 12, 4, 25, 7, 3, 26, 24], [15, 2, 14, 19, 6, 10, 17, 24], [15, 2, 14, 19, 13, 0, 12, 4, 17, 24], [15, 2, 14, 19, 13, 0, 12, 4, 20, 24], [15, 2, 14, 19, 13, 0, 12, 4, 25, 7, 3, 26, 24], [15, 2, 14, 19, 13, 0, 12, 10, 17, 24], [15, 2, 14, 19, 23, 10, 12, 4, 20, 24], [15, 2, 14, 19, 23, 10, 12, 4, 25, 7, 3, 26, 24], [15, 2, 14, 19, 23, 10, 17, 24], [15, 2, 14, 27, 16, 17, 24], [15, 2, 14, 27, 16, 21, 1, 3, 7, 20, 24], [15, 2, 14, 27, 16, 21, 26, 24], [15, 2, 14, 27, 23, 10, 12, 4, 20, 24], [15, 2, 14, 27, 23, 10, 12, 4, 25, 7, 3, 26, 24], [15, 2, 14, 27, 23, 10, 17, 24], [15, 5, 19, 6, 0, 12, 4, 17, 24], [15, 5, 19, 6, 0, 12, 4, 20, 24], [15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 26, 24], [15, 5, 19, 6, 10, 12, 4, 20, 24], [15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 26, 24], [15, 5, 19, 6, 10, 17, 24], [15, 5, 19, 13, 0, 12, 4, 17, 24], [15, 5, 19, 13, 0, 12, 4, 20, 24], [15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 26, 24], [15, 5, 19, 13, 0, 12, 10, 17, 24], [15, 5, 19, 14, 27, 16, 17, 24], [15, 5, 19, 14, 27, 16, 21, 1, 3, 7, 20, 24], [15, 5, 19, 14, 27, 16, 21, 26, 24], [15, 5, 19, 23, 10, 12, 4, 20, 24], [15, 5, 19, 23, 10, 12, 4, 25, 7, 3, 26, 24], [15, 5, 19, 23, 10, 17, 24], [15, 5, 19, 23, 27, 16, 17, 24], [15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 20, 24], [15, 5, 19, 23, 27, 16, 21, 26, 24]]",38
15,25,"[[15, 2, 14, 19, 6, 0, 12, 4, 25], [15, 2, 14, 19, 6, 10, 12, 4, 25], [15, 2, 14, 19, 6, 10, 17, 4, 25], [15, 2, 14, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25], [15, 2, 14, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25], [15, 2, 14, 19, 6, 10, 17, 24, 20, 7, 25], [15, 2, 14, 19, 6, 10, 17, 24, 26, 3, 7, 25], [15, 2, 14, 19, 13, 0, 12, 4, 25], [15, 2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25], [15, 2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25], [15, 2, 14, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25], [15, 2, 14, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25], [15, 2, 14, 19, 23, 10, 12, 4, 25], [15, 2, 14, 19, 23, 10, 17, 4, 25], [15, 2, 14, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25], [15, 2, 14, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25], [15, 2, 14, 19, 23, 10, 17, 24, 20, 7, 25], [15, 2, 14, 19, 23, 10, 17, 24, 26, 3, 7, 25], [15, 2, 14, 27, 16, 17, 4, 25], [15, 2, 14, 27, 16, 17, 24, 20, 7, 25], [15, 2, 14, 27, 16, 17, 24, 26, 3, 7, 25], [15, 2, 14, 27, 16, 21, 1, 3, 7, 25], [15, 2, 14, 27, 16, 21, 26, 3, 7, 25], [15, 2, 14, 27, 16, 21, 26, 24, 20, 4, 25], [15, 2, 14, 27, 16, 21, 26, 24, 20, 7, 25], [15, 2, 14, 27, 23, 10, 12, 4, 25], [15, 2, 14, 27, 23, 10, 17, 4, 25], [15, 2, 14, 27, 23, 10, 17, 24, 20, 7, 25], [15, 2, 14, 27, 23, 10, 17, 24, 26, 3, 7, 25], [15, 5, 19, 6, 0, 12, 4, 25], [15, 5, 19, 6, 10, 12, 4, 25], [15, 5, 19, 6, 10, 17, 4, 25], [15, 5, 19, 6, 10, 17, 16, 21, 1, 3, 7, 25], [15, 5, 19, 6, 10, 17, 16, 21, 26, 3, 7, 25], [15, 5, 19, 6, 10, 17, 24, 20, 7, 25], [15, 5, 19, 6, 10, 17, 24, 26, 3, 7, 25], [15, 5, 19, 13, 0, 12, 4, 25], [15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 1, 3, 7, 25], [15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 26, 3, 7, 25], [15, 5, 19, 13, 0, 12, 10, 17, 24, 20, 7, 25], [15, 5, 19, 13, 0, 12, 10, 17, 24, 26, 3, 7, 25], [15, 5, 19, 14, 27, 16, 17, 4, 25], [15, 5, 19, 14, 27, 16, 17, 24, 20, 7, 25], [15, 5, 19, 14, 27, 16, 17, 24, 26, 3, 7, 25], [15, 5, 19, 14, 27, 16, 21, 1, 3, 7, 25], [15, 5, 19, 14, 27, 16, 21, 26, 3, 7, 25], [15, 5, 19, 14, 27, 16, 21, 26, 24, 20, 4, 25], [15, 5, 19, 14, 27, 16, 21, 26, 24, 20, 7, 25], [15, 5, 19, 23, 10, 12, 4, 25], [15, 5, 19, 23, 10, 17, 4, 25], [15, 5, 19, 23, 10, 17, 16, 21, 1, 3, 7, 25], [15, 5, 19, 23, 10, 17, 16, 21, 26, 3, 7, 25], [15, 5, 19, 23, 10, 17, 24, 20, 7, 25], [15, 5, 19, 23, 10, 17, 24, 26, 3, 7, 25], [15, 5, 19, 23, 27, 16, 17, 4, 25], [15, 5, 19, 23, 27, 16, 17, 24, 20, 7, 25], [15, 5, 19, 23, 27, 16, 17, 24, 26, 3, 7, 25], [15, 5, 19, 23, 27, 16, 21, 1, 3, 7, 25], [15, 5, 19, 23, 27, 16, 21, 26, 3, 7, 25], [15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 4, 25], [15, 5, 19, 23, 27, 16, 21, 26, 24, 20, 7, 25]]",61
15,26,"[[15, 2, 14, 19, 6, 0, 12, 4, 17, 16, 21, 26], [15, 2, 14, 19, 6, 0, 12, 4, 17, 24, 26], [15, 2, 14, 19, 6, 0, 12, 4, 20, 7, 3, 26], [15, 2, 14, 19, 6, 0, 12, 4, 20, 24, 26], [15, 2, 14, 19, 6, 0, 12, 4, 25, 7, 3, 26], [15, 2, 14, 19, 6, 10, 12, 4, 20, 7, 3, 26], [15, 2, 14, 19, 6, 10, 12, 4, 20, 24, 26], [15, 2, 14, 19, 6, 10, 12, 4, 25, 7, 3, 26], [15, 2, 14, 19, 6, 10, 17, 4, 20, 7, 3, 26], [15, 2, 14, 19, 6, 10, 17, 4, 25, 7, 3, 26], [15, 2, 14, 19, 6, 10, 17, 16, 21, 26], [15, 2, 14, 19, 6, 10, 17, 24, 26], [15, 2, 14, 19, 13, 0, 12, 4, 17, 16, 21, 26], [15, 2, 14, 19, 13, 0, 12, 4, 17, 24, 26], [15, 2, 14, 19, 13, 0, 12, 4, 20, 7, 3, 26], [15, 2, 14, 19, 13, 0, 12, 4, 20, 24, 26], [15, 2, 14, 19, 13, 0, 12, 4, 25, 7, 3, 26], [15, 2, 14, 19, 13, 0, 12, 10, 17, 16, 21, 26], [15, 2, 14, 19, 13, 0, 12, 10, 17, 24, 26], [15, 2, 14, 19, 23, 10, 12, 4, 20, 7, 3, 26], [15, 2, 14, 19, 23, 10, 12, 4, 20, 24, 26], [15, 2, 14, 19, 23, 10, 12, 4, 25, 7, 3, 26], [15, 2, 14, 19, 23, 10, 17, 4, 20, 7, 3, 26], [15, 2, 14, 19, 23, 10, 17, 4, 25, 7, 3, 26], [15, 2, 14, 19, 23, 10, 17, 16, 21, 26], [15, 2, 14, 19, 23, 10, 17, 24, 26], [15, 2, 14, 27, 16, 17, 4, 20, 7, 3, 26], [15, 2, 14, 27, 16, 17, 4, 25, 7, 3, 26], [15, 2, 14, 27, 16, 17, 24, 26], [15, 2, 14, 27, 16, 21, 26], [15, 2, 14, 27, 23, 10, 12, 4, 20, 7, 3, 26], [15, 2, 14, 27, 23, 10, 12, 4, 20, 24, 26], [15, 2, 14, 27, 23, 10, 12, 4, 25, 7, 3, 26], [15, 2, 14, 27, 23, 10, 17, 4, 20, 7, 3, 26], [15, 2, 14, 27, 23, 10, 17, 4, 25, 7, 3, 26], [15, 2, 14, 27, 23, 10, 17, 24, 26], [15, 5, 19, 6, 0, 12, 4, 17, 16, 21, 26], [15, 5, 19, 6, 0, 12, 4, 17, 24, 26], [15, 5, 19, 6, 0, 12, 4, 20, 7, 3, 26], [15, 5, 19, 6, 0, 12, 4, 20, 24, 26], [15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 26], [15, 5, 19, 6, 10, 12, 4, 20, 7, 3, 26], [15, 5, 19, 6, 10, 12, 4, 20, 24, 26], [15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 26], [15, 5, 19, 6, 10, 17, 4, 20, 7, 3, 26], [15, 5, 19, 6, 10, 17, 4, 25, 7, 3, 26], [15, 5, 19, 6, 10, 17, 16, 21, 26], [15, 5, 19, 6, 10, 17, 24, 26], [15, 5, 19, 13, 0, 12, 4, 17, 16, 21, 26], [15, 5, 19, 13, 0, 12, 4, 17, 24, 26], [15, 5, 19, 13, 0, 12, 4, 20, 7, 3, 26], [15, 5, 19, 13, 0, 12, 4, 20, 24, 26], [15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 26], [15, 5, 19, 13, 0, 12, 10, 17, 16, 21, 26], [15, 5, 19, 13, 0, 12, 10, 17, 24, 26], [15, 5, 19, 14, 27, 16, 17, 4, 20, 7, 3, 26], [15, 5, 19, 14, 27, 16, 17, 4, 25, 7, 3, 26], [15, 5, 19, 14, 27, 16, 17, 24, 26], [15, 5, 19, 14, 27, 16, 21, 26], [15, 5, 19, 23, 10, 12, 4, 20, 7, 3, 26], [15, 5, 19, 23, 10, 12, 4, 20, 24, 26], [15, 5, 19, 23, 10, 12, 4, 25, 7, 3, 26], [15, 5, 19, 23, 10, 17, 4, 20, 7, 3, 26], [15, 5, 19, 23, 10, 17, 4, 25, 7, 3, 26], [15, 5, 19, 23, 10, 17, 16, 21, 26], [15, 5, 19, 23, 10, 17, 24, 26], [15, 5, 19, 23, 27, 16, 17, 4, 20, 7, 3, 26], [15, 5, 19, 23, 27, 16, 17, 4, 25, 7, 3, 26], [15, 5, 19, 23, 27, 16, 17, 24, 26], [15, 5, 19, 23, 27, 16, 21, 26]]",70
15,27,"[[15, 2, 14, 27], [15, 5, 19, 6, 0, 12, 4, 17, 16, 27], [15, 5, 19, 6, 0, 12, 4, 20, 7, 3, 1, 21, 16, 27], [15, 5, 19, 6, 0, 12, 4, 20, 7, 3, 26, 21, 16, 27], [15, 5, 19, 6, 0, 12, 4, 20, 24, 26, 21, 16, 27], [15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 1, 21, 16, 27], [15, 5, 19, 6, 0, 12, 4, 25, 7, 3, 26, 21, 16, 27], [15, 5, 19, 6, 10, 12, 4, 20, 7, 3, 1, 21, 16, 27], [15, 5, 19, 6, 10, 12, 4, 20, 7, 3, 26, 21, 16, 27], [15, 5, 19, 6, 10, 12, 4, 20, 24, 26, 21, 16, 27], [15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 1, 21, 16, 27], [15, 5, 19, 6, 10, 12, 4, 25, 7, 3, 26, 21, 16, 27], [15, 5, 19, 6, 10, 17, 16, 27], [15, 5, 19, 13, 0, 12, 4, 17, 16, 27], [15, 5, 19, 13, 0, 12, 4, 20, 7, 3, 1, 21, 16, 27], [15, 5, 19, 13, 0, 12, 4, 20, 7, 3, 26, 21, 16, 27], [15, 5, 19, 13, 0, 12, 4, 20, 24, 26, 21, 16, 27], [15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 1, 21, 16, 27], [15, 5, 19, 13, 0, 12, 4, 25, 7, 3, 26, 21, 16, 27], [15, 5, 19, 13, 0, 12, 10, 17, 16, 27], [15, 5, 19, 14, 27], [15, 5, 19, 23, 27]]",22
16,17,"[[16, 17]]",1
16,18,"[[16, 17, 4, 8, 18], [16, 17, 4, 25, 22, 18], [16, 17, 24, 20, 7, 25, 22, 18], [16, 17, 24, 26, 3, 7, 25, 22, 18], [16, 21, 1, 3, 7, 20, 4, 8, 18], [16, 21, 1, 3, 7, 25, 4, 8, 18], [16, 21, 1, 3, 7, 25, 22, 18], [16, 21, 26, 3, 7, 20, 4, 8, 18], [16, 21, 26, 3, 7, 25, 4, 8, 18], [16, 21, 26, 3, 7, 25, 22, 18], [16, 21, 26, 24, 20, 4, 8, 18], [16, 21, 26, 24, 20, 4, 25, 22, 18], [16, 21, 26, 24, 20, 7, 25, 22, 18], [16, 27, 14, 19, 6, 0, 12, 4, 8, 18], [16, 27, 14, 19, 6, 0, 12, 4, 25, 22, 18], [16, 27, 14, 19, 6, 10, 12, 4, 8, 18], [16, 27, 14, 19, 6, 10, 12, 4, 25, 22, 18], [16, 27, 14, 19, 13, 0, 12, 4, 8, 18], [16, 27, 14, 19, 13, 0, 12, 4, 25, 22, 18], [16, 27, 23, 10, 12, 4, 8, 18], [16, 27, 23, 10, 12, 4, 25, 22, 18], [16, 27, 23, 19, 6, 0, 12, 4, 8, 18], [16, 27, 23, 19, 6, 0, 12, 4, 25, 22, 18], [16, 27, 23, 19, 13, 0, 12, 4, 8, 18], [16, 27, 23, 19, 13, 0, 12, 4, 25, 22, 18]]",25
16,19,"[[16, 17, 4, 12, 0, 6, 19], [16, 17, 4, 12, 0, 13, 19], [16, 17, 10, 6, 19], [16, 17, 10, 12, 0, 13, 19], [16, 17, 10, 23, 19], [16, 21, 1, 3, 7, 20, 4, 12, 0, 6, 19], [16, 21, 1, 3, 7, 20, 4, 12, 0, 13, 19], [16, 21, 1, 3, 7, 20, 4, 12, 10, 6, 19], [16, 21, 1, 3, 7, 20, 4, 12, 10, 23, 19], [16, 21, 1, 3, 7, 25, 4, 12, 0, 6, 19], [16, 21, 1, 3, 7, 25, 4, 12, 0, 13, 19], [16, 21, 1, 3, 7, 25, 4, 12, 10, 6, 19], [16, 21, 1, 3, 7, 25, 4, 12, 10, 23, 19], [16, 21, 26, 3, 7, 20, 4, 12, 0, 6, 19], [16, 21, 26, 3, 7, 20, 4, 12, 0, 13, 19], [16, 21, 26, 3, 7, 20, 4, 12, 10, 6, 19], [16, 21, 26, 3, 7, 20, 4, 12, 10, 23, 19], [16, 21, 26, 3, 7, 25, 4, 12, 0, 6, 19], [16, 21, 26, 3, 7, 25, 4, 12, 0, 13, 19], [16, 21, 26, 3, 7, 25, 4, 12, 10, 6, 19], [16, 21, 26, 3, 7, 25, 4, 12, 10, 23, 19], [16, 21, 26, 24, 20, 4, 12, 0, 6, 19], [16, 21, 26, 24, 20, 4, 12, 0, 13, 19], [16, 21, 26, 24, 20, 4, 12, 10, 6, 19], [16, 21, 26, 24, 20, 4, 12, 10, 23, 19], [16, 27, 14, 19], [16, 27, 23, 19]]",27
16,20,"[[16, 17, 4, 20], [16, 17, 24, 20], [16, 21, 1, 3, 7, 20], [16, 21, 26, 3, 7, 20], [16, 21, 26, 24, 20], [16, 27, 14, 19, 6, 0, 12, 4, 20], [16, 27, 14, 19, 6, 10, 12, 4, 20], [16, 27, 14, 19, 13, 0, 12, 4, 20], [16, 27, 23, 10, 12, 4, 20], [16, 27, 23, 19, 6, 0, 12, 4, 20], [16, 27, 23, 19, 13, 0, 12, 4, 20]]",11
16,21,"[[16, 21]]",1
16,22,"[[16, 17, 4, 8, 18, 22], [16, 17, 4, 25, 22], [16, 17, 24, 20, 7, 25, 22], [16, 17, 24, 26, 3, 7, 25, 22], [16, 21, 1, 3, 7, 20, 4, 8, 18, 22], [16, 21, 1, 3, 7, 25, 22], [16, 21, 26, 3, 7, 20, 4, 8, 18, 22], [16, 21, 26, 3, 7, 25, 22], [16, 21, 26, 24, 20, 4, 8, 18, 22], [16, 21, 26, 24, 20, 4, 25, 22], [16, 21, 26, 24, 20, 7, 25, 22], [16, 27, 14, 19, 6, 0, 12, 4, 8, 18, 22], [16, 27, 14, 19, 6, 0, 12, 4, 25, 22], [16, 27, 14, 19, 6, 10, 12, 4, 8, 18, 22], [16, 27, 14, 19, 6, 10, 12, 4, 25, 22], [16, 27, 14, 19, 13, 0, 12, 4, 8, 18, 22], [16, 27, 14, 19, 13, 0, 12, 4, 25, 22], [16, 27, 23, 10, 12, 4, 8, 18, 22], [16, 27, 23, 10, 12, 4, 25, 22], [16, 27, 23, 19, 6, 0, 12, 4, 8, 18, 22], [16, 27, 23, 19, 6, 0, 12, 4, 25, 22], [16, 27, 23, 19, 13, 0, 12, 4, 8, 18, 22], [16, 27, 23, 19, 13, 0, 12, 4, 25, 22]]",23
16,23,"[[16, 17, 4, 12, 0, 6, 19, 23], [16, 17, 4, 12, 0, 13, 19, 23], [16, 17, 10, 23], [16, 21, 1, 3, 7, 20, 4, 12, 0, 6, 19, 23], [16, 21, 1, 3, 7, 20, 4, 12, 0, 13, 19, 23], [16, 21, 1, 3, 7, 20, 4, 12, 10, 23], [16, 21, 1, 3, 7, 25, 4, 12, 0, 6, 19, 23], [16, 21, 1, 3, 7, 25, 4, 12, 0, 13, 19, 23], [16, 21, 1, 3, 7, 25, 4, 12, 10, 23], [16, 21, 26, 3, 7, 20, 4, 12, 0, 6, 19, 23], [16, 21, 26, 3, 7, 20, 4, 12, 0, 13, 19, 23], [16, 21, 26, 3, 7, 20, 4, 12, 10, 23], [16, 21, 26, 3, 7, 25, 4, 12, 0, 6, 19, 23], [16, 21, 26, 3, 7, 25, 4, 12, 0, 13, 19, 23], [16, 21, 26, 3, 7, 25, 4, 12, 10, 23], [16, 21, 26, 24, 20, 4, 12, 0, 6, 19, 23], [16, 21, 26, 24, 20, 4, 12, 0, 13, 19, 23], [16, 21, 26, 24, 20, 4, 12, 10, 23], [16, 27, 23]]",19
16,24,"[[16, 17, 24], [16, 21, 1, 3, 7, 20, 24], [16, 21, 26, 24], [16, 27, 14, 19, 6, 0, 12, 4, 20, 24], [16, 27, 14, 19, 6, 0, 12, 4, 25, 7, 3, 26, 24], [16, 27, 14, 19, 6, 10, 12, 4, 20, 24], [16, 27, 14, 19, 6, 10, 12, 4, 25, 7, 3, 26, 24], [16, 27, 14, 19, 13, 0, 12, 4, 20, 24], [16, 27, 14, 19, 13, 0, 12, 4, 25, 7, 3, 26, 24], [16, 27, 23, 10, 12, 4, 20, 24], [16, 27, 23, 10, 12, 4, 25, 7, 3, 26, 24], [16, 27, 23, 19, 6, 0, 12, 4, 20, 24], [16, 27, 23, 19, 6, 0, 12, 4, 25, 7, 3, 26, 24], [16, 27, 23, 19, 13, 0, 12, 4, 20, 24], [16, 27, 23, 19, 13, 0, 12, 4, 25, 7, 3, 26, 24]]",15
16,25,"[[16, 17, 4, 25], [16, 17, 24, 20, 7, 25], [16, 17, 24, 26, 3, 7, 25], [16, 21, 1, 3, 7, 25], [16, 21, 26, 3, 7, 25], [16, 21, 26, 24, 20, 4, 25], [16, 21, 26, 24, 20, 7, 25], [16, 27, 14, 19, 6, 0, 12, 4, 25], [16, 27, 14, 19, 6, 10, 12, 4, 25], [16, 27, 14, 19, 13, 0, 12, 4, 25], [16, 27, 23, 10, 12, 4, 25], [16, 27, 23, 19, 6, 0, 12, 4, 25], [16, 27, 23, 19, 13, 0, 12, 4, 25]]",13
16,26,"[[16, 17, 4, 20, 7, 3, 26], [16, 17, 4, 25, 7, 3, 26], [16, 17, 24, 26], [16, 21, 26], [16, 27, 14, 19, 6, 0, 12, 4, 20, 7, 3, 26], [16, 27, 14, 19, 6, 0, 12, 4, 20, 24, 26], [16, 27, 14, 19, 6, 0, 12, 4, 25, 7, 3, 26], [16, 27, 14, 19, 6, 10, 12, 4, 20, 7, 3, 26], [16, 27, 14, 19, 6, 10, 12, 4, 20, 24, 26], [16, 27, 14, 19, 6, 10, 12, 4, 25, 7, 3, 26], [16, 27, 14, 19, 13, 0, 12, 4, 20, 7, 3, 26], [16, 27, 14, 19, 13, 0, 12, 4, 20, 24, 26], [16, 27, 14, 19, 13, 0, 12, 4, 25, 7, 3, 26], [16, 27, 23, 10, 12, 4, 20, 7, 3, 26], [16, 27, 23, 10, 12, 4, 20, 24, 26], [16, 27, 23, 10, 12, 4, 25, 7, 3, 26], [16, 27, 23, 19, 6, 0, 12, 4, 20, 7, 3, 26], [16, 27, 23, 19, 6, 0, 12, 4, 20, 24, 26], [16, 27, 23, 19, 6, 0, 12, 4, 25, 7, 3, 26], [16, 27, 23, 19, 13, 0, 12, 4, 20, 7, 3, 26], [16, 27, 23, 19, 13, 0, 12, 4, 20, 24, 26], [16, 27, 23, 19, 13, 0, 12, 4, 25, 7, 3, 26]]",22
16,27,"[[16, 27]]",1
17,18,"[[17, 4, 8, 18], [17, 4, 25, 22, 18], [17, 16, 21, 1, 3, 7, 25, 22, 18], [17, 16, 21, 26, 3, 7, 25, 22, 18], [17, 24, 20, 7, 25, 22, 18], [17, 24, 26, 3, 7, 25, 22, 18]]",6
17,19,"[[17, 4, 12, 0, 6, 19], [17, 4, 12, 0, 13, 19], [17, 10, 6, 19], [17, 10, 12, 0, 13, 19], [17, 10, 23, 19], [17, 16, 27, 14, 19], [17, 16, 27, 23, 19]]",7
17,20,"[[17, 4, 20], [17, 16, 21, 1, 3, 7, 20], [17, 16, 21, 26, 3, 7, 20], [17, 24, 20]]",4
17,21,"[[17, 4, 20, 7, 3, 1, 21], [17, 4, 20, 7, 3, 26, 21], [17, 4, 25, 7, 3, 1, 21], [17, 4, 25, 7, 3, 26, 21], [17, 16, 21], [17, 24, 20, 7, 3, 1, 21], [17, 24, 26, 21]]",7
17,22,"[[17, 4, 8, 18, 22], [17, 4, 25, 22], [17, 16, 21, 1, 3, 7, 25, 22], [17, 16, 21, 26, 3, 7, 25, 22], [17, 24, 20, 7, 25, 22], [17, 24, 26, 3, 7, 25, 22]]",6
17,23,"[[17, 4, 12, 0, 6, 19, 23], [17, 4, 12, 0, 13, 19, 23], [17, 10, 23], [17, 16, 27, 23]]",4
17,24,"[[17, 24]]",1
17,25,"[[17, 4, 25], [17, 16, 21, 1, 3, 7, 25], [17, 16, 21, 26, 3, 7, 25], [17, 24, 20, 7, 25], [17, 24, 26, 3, 7, 25]]",5
17,26,"[[17, 4, 20, 7, 3, 26], [17, 4, 25, 7, 3, 26], [17, 16, 21, 26], [17, 24, 26]]",4
17,27,"[[17, 4, 12, 0, 6, 19, 14, 27], [17, 4, 12, 0, 6, 19, 23, 27], [17, 4, 12, 0, 13, 19, 14, 27], [17, 4, 12, 0, 13, 19, 23, 27], [17, 10, 6, 19, 14, 27], [17, 10, 12, 0, 13, 19, 14, 27], [17, 10, 23, 27], [17, 16, 27]]",8
18,19,"[[18, 8, 4, 12, 0, 6, 19], [18, 8, 4, 12, 0, 13, 19], [18, 8, 4, 12, 10, 6, 19], [18, 8, 4, 12, 10, 23, 19], [18, 8, 4, 17, 10, 6, 19], [18, 8, 4, 17, 10, 23, 19], [18, 8, 4, 17, 16, 27, 14, 19], [18, 8, 4, 17, 16, 27, 23, 19], [18, 8, 4, 20, 7, 3, 1, 21, 16, 27, 14, 19], [18, 8, 4, 20, 7, 3, 1, 21, 16, 27, 23, 19], [18, 8, 4, 20, 7, 3, 26, 21, 16, 27, 14, 19], [18, 8, 4, 20, 7, 3, 26, 21, 16, 27, 23, 19], [18, 8, 4, 20, 24, 26, 21, 16, 27, 14, 19], [18, 8, 4, 20, 24, 26, 21, 16, 27, 23, 19], [18, 8, 4, 25, 7, 3, 1, 21, 16, 27, 14, 19], [18, 8, 4, 25, 7, 3, 1, 21, 16, 27, 23, 19], [18, 8, 4, 25, 7, 3, 26, 21, 16, 27, 14, 19], [18, 8, 4, 25, 7, 3, 26, 21, 16, 27, 23, 19], [18, 22, 25, 4, 12, 0, 6, 19], [18, 22, 25, 4, 12, 0, 13, 19], [18, 22, 25, 4, 12, 10, 6, 19], [18, 22, 25, 4, 12, 10, 23, 19], [18, 22, 25, 4, 17, 10, 6, 19], [18, 22, 25, 4, 17, 10, 23, 19], [18, 22, 25, 4, 17, 16, 27, 14, 19], [18, 22, 25, 4, 17, 16, 27, 23, 19], [18, 22, 25, 4, 20, 24, 26, 21, 16, 27, 14, 19], [18, 22, 25, 4, 20, 24, 26, 21, 16, 27, 23, 19], [18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 6, 19], [18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 12, 0, 13, 19], [18, 22, 25, 7, 3, 1, 21, 16, 17, 10, 23, 19], [18, 22, 25, 7, 3, 1, 21, 16, 27, 14, 19], [18, 22, 25, 7, 3, 1, 21, 16, 27, 23, 19], [18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 6, 19], [18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 12, 0, 13, 19], [18, 22, 25, 7, 3, 26, 21, 16, 17, 10, 23, 19], [18, 22, 25, 7, 3, 26, 21, 16, 27, 14, 19], [18, 22, 25, 7, 3, 26, 21, 16, 27, 23, 19], [18, 22, 25, 7, 3, 26, 24, 17, 10, 6, 19], [18, 22, 25, 7, 3, 26, 24, 17, 10, 12, 0, 13, 19], [18, 22, 25, 7, 3, 26, 24, 17, 10, 23, 19], [18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 14, 19], [18, 22, 25, 7, 3, 26, 24, 17, 16, 27, 23, 19], [18, 22, 25, 7, 20, 24, 17, 10, 6, 19], [18, 22, 25, 7, 20, 24, 17, 10, 12, 0, 13, 19], [18, 22, 25, 7, 20, 24, 17, 10, 23, 19], [18, 22, 25, 7, 20, 24, 17, 16, 27, 14, 19], [18, 22, 25, 7, 20, 24, 17, 16, 27, 23, 19], [18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 14, 19], [18, 22, 25, 7, 20, 24, 26, 21, 16, 27, 23, 19]]",50
18,20,"[[18, 8, 4, 20], [18, 22, 25, 4, 20], [18, 22, 25, 7, 20]]",3
