[src-dst],min-cutsets
"[7, 24]","[[7], [24], [3, 4, 20], [3, 20, 25], [17, 20, 26], [1, 4, 20, 26], [1, 20, 25, 26], [3, 12, 17, 20], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [4, 16, 20, 26], [4, 20, 21, 26], [16, 20, 25, 26], [20, 21, 25, 26], [0, 3, 10, 17, 20], [3, 10, 17, 19, 20], [3, 14, 17, 20, 23], [3, 17, 19, 20, 23], [0, 3, 6, 17, 20, 23], [3, 6, 10, 13, 17, 20], [3, 6, 13, 17, 20, 23]]"
"[7, 25]","[[7], [25]]"
"[7, 26]","[[7], [26], [3, 4, 20], [3, 4, 24], [3, 16, 24], [3, 20, 25], [3, 21, 24], [3, 12, 17, 20], [3, 12, 17, 24], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [3, 17, 24, 27], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24]]"
"[7, 27]","[[7], [27], [0, 10, 16], [3, 4, 20], [3, 4, 24], [3, 20, 25], [4, 10, 16], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 21, 24], [10, 12, 16], [10, 16, 19], [12, 16, 17], [12, 17, 21], [14, 16, 23], [16, 19, 23], [0, 6, 16, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 20, 25, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 12, 16, 23], [6, 13, 16, 23], [10, 17, 19, 21], [14, 17, 21, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 19, 21, 23], [17, 20, 21, 25], [20, 21, 24, 25], [20, 21, 25, 26], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26]]"
"[8, 9]","[[8], [9], [0, 13], [0, 19], [4, 7], [4, 18], [4, 22], [4, 25], [11, 13], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 13], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [4, 6, 13, 17, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25]]"
"[8, 10]","[[8], [10], [4, 7], [4, 18], [4, 22], [4, 25], [3, 4, 20], [3, 4, 24], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [12, 16, 17], [12, 17, 21], [12, 17, 27], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 17, 23], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [12, 14, 17, 23], [12, 17, 19, 23], [12, 17, 20, 25], [0, 4, 6, 17, 23], [4, 6, 13, 17, 23]]"
"[8, 11]","[[8], [11], [0, 9], [0, 13], [0, 19], [4, 7], [4, 18], [4, 22], [4, 25], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 13], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [4, 6, 13, 17, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25]]"
"[8, 12]","[[8], [12], [4, 7], [4, 18], [4, 22], [4, 25], [0, 4, 10], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [3, 4, 17, 26], [4, 6, 10, 13], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [0, 4, 6, 17, 23], [4, 6, 13, 17, 23]]"
"[8, 13]","[[8], [13], [0, 19], [4, 7], [4, 18], [4, 22], [4, 25], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 19], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [6, 12, 19], [10, 12, 16], [10, 12, 19], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 17, 19, 23], [4, 20, 21, 26], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 19, 23], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25]]"
"[8, 14]","[[8], [14], [4, 7], [4, 18], [4, 22], [4, 25], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 17, 19, 21], [12, 17, 20, 25], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 15]","[[8], [15], [2, 5], [2, 19], [4, 7], [4, 18], [4, 22], [4, 25], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [12, 17, 20, 25], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 16]","[[8], [16], [4, 7], [4, 18], [4, 22], [4, 25], [3, 4, 20], [3, 4, 24], [4, 17, 21], [4, 21, 24], [12, 17, 21], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 20, 21, 26], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 17, 19, 21], [12, 17, 20, 25], [14, 17, 21, 23], [17, 19, 21, 23], [17, 20, 25, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 17]","[[8], [17], [4, 7], [4, 18], [4, 22], [4, 25], [3, 4, 20], [3, 4, 24], [4, 16, 24], [4, 21, 24], [1, 4, 20, 26], [1, 4, 24, 26], [4, 16, 20, 26], [4, 20, 21, 26]]"
"[8, 18]","[[8], [18]]"
"[8, 19]","[[8], [19], [4, 7], [4, 18], [4, 22], [4, 25], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [12, 14, 17, 23], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 20]","[[8], [20], [4, 7], [4, 18], [4, 22], [4, 25]]"
"[8, 21]","[[8], [21], [4, 7], [4, 18], [4, 22], [4, 25], [1, 16, 26], [3, 4, 20], [3, 4, 24], [3, 16, 24], [3, 16, 26], [7, 16, 24], [7, 16, 26], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 16, 17, 20], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [7, 16, 17, 20], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [12, 17, 20, 25], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 25, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 22]","[[8], [22], [4, 18], [18, 25]]"
"[8, 23]","[[8], [23], [4, 7], [4, 18], [4, 22], [4, 25], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [10, 19, 27], [12, 16, 17], [12, 17, 21], [12, 17, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 17, 19, 21], [12, 17, 20, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [6, 10, 13, 17, 21], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [10, 17, 19, 20, 25], [1, 6, 10, 13, 17, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 10, 13, 17, 20, 25]]"
"[8, 24]","[[8], [24], [4, 7], [4, 18], [4, 22], [4, 25], [3, 4, 20], [17, 20, 26], [1, 4, 20, 26], [3, 12, 17, 20], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [4, 16, 20, 26], [4, 20, 21, 26], [7, 12, 17, 20], [7, 16, 17, 20], [7, 17, 20, 21], [7, 17, 20, 27], [12, 17, 20, 25], [16, 17, 20, 25], [17, 20, 21, 25], [17, 20, 25, 27], [0, 3, 10, 17, 20], [0, 7, 10, 17, 20], [0, 10, 17, 20, 25], [3, 10, 17, 19, 20], [3, 14, 17, 20, 23], [3, 17, 19, 20, 23], [7, 10, 17, 19, 20], [7, 14, 17, 20, 23], [7, 17, 19, 20, 23], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 3, 6, 17, 20, 23], [0, 6, 7, 17, 20, 23], [0, 6, 17, 20, 23, 25], [3, 6, 10, 13, 17, 20], [3, 6, 13, 17, 20, 23], [6, 7, 10, 13, 17, 20], [6, 7, 13, 17, 20, 23], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]"
"[8, 25]","[[8], [25], [4, 18], [4, 22]]"
